"","regulatory regions","TF motif","motif score","Target_gene"
"685","chr12_27356958_27357828_Sox11","NFIA",12.4834504648073,"Sox11"
"686","chr12_73098267_73099194_Six4","NFIA",12.9748760106627,"Six4"
"687","chr16_42674717_42675629_Zbtb20","NFIA",12.7587134032958,"Zbtb20"
"688","chr16_42911576_42912474_Zbtb20","NFIA",13.1832965891779,"Zbtb20"
"689","chr19_41628947_41629794_Lcor","NFIA",12.9510128280652,"Lcor"
"690","chr5_121838404_121839074_Cux2","NFIA",12.5279502724276,"Cux2"
"691","chr9_49796604_49797425_Ncam1","NFIA",13.1025445243981,"Ncam1"
"692","chr1_168433576_168434300_Pbx1","NFIA",12.5279502724276,"Pbx1"
"693","chr12_73764430_73765313_Hif1a","NFIA",12.5601892774378,"Hif1a"
"694","chr9_32413514_32414340_Ets1","NFIA",12.7511220623332,"Ets1"
"695","chr9_44914472_44915382_Kmt2a","NFIA",12.9748760106627,"Kmt2a"
"696","chr9_44806970_44807892_Kmt2a","NFIA",12.658394440351,"Kmt2a"
"697","chr12_73098267_73099194_Six1","NFIA",12.9748760106627,"Six1"
"698","chr12_72820728_72821644_Six1","NFIA",13.1180570098186,"Six1"
"699","chr15_50974569_50975454_Trps1","NFIA",12.7587134032958,"Trps1"
"700","chr18_5817539_5818092_Zeb1","NFIA",12.8607288096099,"Zeb1"
"701","chr19_18871646_18872561_Rorb","NFIA",12.7213289080156,"Rorb"
"702","chr3_99402171_99403093_Tbx15","NFIA",13.2760242111601,"Tbx15"
"703","chr3_99245059_99245954_Tbx15","NFIA",12.7917139776448,"Tbx15"
"704","chr7_116179517_116180410_Sox6","NFIA",12.543462757848,"Sox6"
"705","chr10_128204302_128205046_Stat2","NFIA",12.5279502724276,"Stat2"
"706","chr12_85540873_85541779_Fos","NFIA",12.7917139776448,"Fos"
"707","chr16_29945738_29946668_Hes1","NFIA",12.6361903798302,"Hes1"
"708","chr16_29977451_29978339_Hes1","NFIA",12.6428819549305,"Hes1"
"709","chr16_29903269_29904165_Hes1","NFIA",12.6087023372073,"Hes1"
"710","chr16_30060160_30061037_Hes1","NFIA",12.5931898517868,"Hes1"
"711","chr17_86514919_86515836_Epas1","NFIA",13.1832965891779,"Epas1"
"712","chr17_86731819_86732726_Epas1","NFIA",12.6659857813135,"Epas1"
"713","chr19_28776635_28777530_Glis3","NFIA",12.6087023372073,"Glis3"
"714","chr19_28621360_28622273_Glis3","NFIA",12.8072264630652,"Glis3"
"715","chr2_75772323_75773240_Nfe2l2","NFIA",12.7917139776448,"Nfe2l2"
"716","chr7_19375247_19376140_Fosb","NFIA",13.0592529354679,"Fosb"
"717","chr17_87522263_87523151_Epcam","NFIA",13.1832965891779,"Epcam"
"718","chr17_87472584_87473300_Epcam","NFIA",13.3818207150358,"Epcam"
"719","chr17_87490136_87491034_Epcam","NFIA",12.8625695897673,"Epcam"
"720","chr17_87619736_87620641_Epcam","NFIA",12.9195328839607,"Epcam"
"721","chr14_16575094_16575982_Rarb","NFIA",12.9040203985402,"Rarb"
"722","chr9_21015427_21016242_Icam1","NFIA",13.4371638417379,"Icam1"
"723","chr1_39398909_39399752_Npas2","NFIX",10.7715587178066,"Npas2"
"724","chr1_85824647_85825557_Sp100","NFIX",10.5618735273273,"Sp100"
"725","chr1_85828734_85829649_Sp100","NFIX",10.4004758129645,"Sp100"
"726","chr10_42088784_42089626_Foxo3","NFIX",10.6813114392167,"Foxo3"
"727","chr10_42072448_42073325_Foxo3","NFIX",10.6826724334932,"Foxo3"
"728","chr14_16483689_16484535_Rarb","NFIX",10.5632345216037,"Rarb"
"729","chr14_16554033_16554940_Rarb","NFIX",10.7701977235301,"Rarb"
"730","chr14_17428959_17429825_Thrb","NFIX",10.7715587178066,"Thrb"
"731","chr15_36993232_36994148_Grhl2","NFIX",10.5632345216037,"Grhl2"
"732","chr19_55784569_55785482_Tcf7l2","NFIX",10.5632345216037,"Tcf7l2"
"733","chr2_103238780_103239671_Ehf","NFIX",10.5809693772881,"Ehf"
"734","chr4_98003687_98004638_Nfia","NFIX",10.5618735273272,"Nfia"
"735","chr4_97714290_97715186_Nfia","NFIX",10.5632345216037,"Nfia"
"736","chr5_136382360_136383236_Cux1","NFIX",10.4615314653987,"Cux1"
"737","chr5_136445722_136446635_Cux1","NFIX",10.5618735273272,"Cux1"
"738","chr6_72653186_72654083_Tcf7l1","NFIX",10.6826724334932,"Tcf7l1"
"739","chr7_112717521_112718419_Tead1","NFIX",10.6826724334932,"Tead1"
"740","chr9_63612505_63613394_Smad3","NFIX",10.6826724334932,"Smad3"
"741","chr9_63664701_63665626_Smad3","NFIX",10.5632345216037,"Smad3"
"742","chr12_27356958_27357828_Sox11","NFIX",10.7715587178066,"Sox11"
"743","chr12_73098267_73099194_Six4","NFIX",10.5809693772882,"Six4"
"744","chr12_73205993_73206845_Six4","NFIX",10.5809693772881,"Six4"
"745","chr16_42911576_42912474_Zbtb20","NFIX",10.5632345216037,"Zbtb20"
"746","chr19_41628947_41629794_Lcor","NFIX",10.798064517759,"Lcor"
"747","chr9_49796604_49797425_Ncam1","NFIX",10.6977224558305,"Ncam1"
"748","chr1_168433576_168434300_Pbx1","NFIX",10.5809693772881,"Pbx1"
"749","chr9_32708172_32708971_Ets1","NFIX",10.5809693772882,"Ets1"
"750","chr9_32615645_32616555_Ets1","NFIX",10.6698556616016,"Ets1"
"751","chr9_44914472_44915382_Kmt2a","NFIX",10.5809693772881,"Kmt2a"
"752","chr12_73098267_73099194_Six1","NFIX",10.5809693772882,"Six1"
"753","chr12_72820728_72821644_Six1","NFIX",10.4615314653987,"Six1"
"754","chr18_5817539_5818092_Zeb1","NFIX",10.7701977235301,"Zeb1"
"755","chr2_168836478_168837391_Nfatc2","NFIX",10.5618735273273,"Nfatc2"
"756","chr3_99402171_99403093_Tbx15","NFIX",10.7715587178066,"Tbx15"
"757","chr3_99245059_99245954_Tbx15","NFIX",10.4004758129645,"Tbx15"
"758","chr12_85540873_85541779_Fos","NFIX",10.4004758129645,"Fos"
"759","chr16_30008537_30009411_Hes1","NFIX",10.6698556616016,"Hes1"
"760","chr16_30060160_30061037_Hes1","NFIX",10.4004758129645,"Hes1"
"761","chr17_86525708_86526622_Epas1","NFIX",10.4004758129645,"Epas1"
"762","chr17_86514919_86515836_Epas1","NFIX",10.5632345216037,"Epas1"
"763","chr2_75772323_75773240_Nfe2l2","NFIX",10.4004758129645,"Nfe2l2"
"764","chr4_32246564_32247450_Bach2","NFIX",10.4004758129645,"Bach2"
"765","chr4_95143403_95144287_Jun","NFIX",10.7715587178066,"Jun"
"766","chr7_19375247_19376140_Fosb","NFIX",10.7701977235301,"Fosb"
"767","chr17_87522263_87523151_Epcam","NFIX",10.5632345216037,"Epcam"
"768","chr17_87472584_87473300_Epcam","NFIX",10.5632345216037,"Epcam"
"769","chr17_87490136_87491034_Epcam","NFIX",10.5809693772881,"Epcam"
"770","chr17_87619736_87620641_Epcam","NFIX",10.4615314653987,"Epcam"
"771","chr14_16575094_16575982_Rarb","NFIX",10.6977224558305,"Rarb"
"772","chr9_21015427_21016242_Icam1","NFIX",10.7994255120355,"Icam1"
"773","chr10_42088784_42089626_Foxo3","ESR1",7.86518166415901,"Foxo3"
"774","chr10_42144985_42145901_Foxo3","ESR1",12.3167238236629,"Foxo3"
"775","chr10_42269099_42269997_Foxo3","ESR1",12.4964148194138,"Foxo3"
"776","chr12_35712342_35713257_Ahr","ESR1",3.86766078430108,"Ahr"
"777","chr14_17428959_17429825_Thrb","ESR1",13.5944272769454,"Thrb"
"778","chr15_37040885_37041810_Grhl2","ESR1",5.88836472727155,"Grhl2"
"779","chr2_103387822_103388621_Ehf","ESR1",5.98907653427546,"Ehf"
"780","chr4_97714290_97715186_Nfia","ESR1",9.49958512953136,"Nfia"
"781","chr4_154401737_154402650_Prdm16","ESR1",7.12545409811296,"Prdm16"
"782","chr5_136393345_136394088_Cux1","ESR1",3.11216020069527,"Cux1"
"783","chr5_136608545_136609459_Cux1","ESR1",6.69468416160811,"Cux1"
"784","chr6_72736650_72737562_Tcf7l1","ESR1",9.13980065213342,"Tcf7l1"
"785","chr6_72778755_72779645_Tcf7l1","ESR1",7.0609969174979,"Tcf7l1"
"786","chr6_72623733_72624668_Tcf7l1","ESR1",4.65435866043506,"Tcf7l1"
"787","chr7_112471877_112472745_Tead1","ESR1",10.3382554328133,"Tead1"
"788","chr8_84656569_84657470_Nfix","ESR1",4.03926525715451,"Nfix"
"789","chr9_63698498_63699390_Smad3","ESR1",4.26350979791123,"Smad3"
"790","chr9_63715869_63716786_Smad3","ESR1",3.14343998052226,"Smad3"
"791","chr19_41347059_41347958_Lcor","ESR1",4.75568555299963,"Lcor"
"792","chr5_122287913_122288777_Cux2","ESR1",6.74565321029051,"Cux2"
"793","chr5_122026506_122027336_Cux2","ESR1",5.1966326297744,"Cux2"
"794","chr9_72088958_72089884_Tcf12","ESR1",5.20556769173121,"Tcf12"
"795","chr8_76912568_76913416_Nr3c2","ESR1",8.08020979870768,"Nr3c2"
"796","chr9_32708172_32708971_Ets1","ESR1",3.7524774755426,"Ets1"
"797","chr9_44914472_44915382_Kmt2a","ESR1",3.92222385647552,"Kmt2a"
"798","chr2_168737607_168738516_Nfatc2","ESR1",4.85007424465898,"Nfatc2"
"799","chr2_168632989_168633717_Nfatc2","ESR1",3.39977789587453,"Nfatc2"
"800","chr2_168677464_168678298_Nfatc2","ESR1",3.43809943028082,"Nfatc2"
"801","chr3_99402171_99403093_Tbx15","ESR1",5.62528249985862,"Tbx15"
"802","chr10_128033088_128033928_Stat2","ESR1",6.83308557633798,"Stat2"
"803","chr12_85368578_85369508_Fos","ESR1",13.5843850204999,"Fos"
"804","chr16_29903269_29904165_Hes1","ESR1",9.82026263963573,"Hes1"
"805","chr17_86537064_86537781_Epas1","ESR1",5.18885812731292,"Epas1"
"806","chr17_86731819_86732726_Epas1","ESR1",6.77391147252581,"Epas1"
"807","chr7_19282250_19283088_Fosb","ESR1",9.51928608703832,"Fosb"
"808","chr1_39260706_39261617_Npas2","NR3C2",11.8908572016375,"Npas2"
"809","chr10_42085072_42085998_Foxo3","NR3C2",11.0924107997816,"Foxo3"
"810","chr10_42139506_42140414_Foxo3","NR3C2",15.1547193446756,"Foxo3"
"811","chr10_42251011_42251888_Foxo3","NR3C2",11.5688862060846,"Foxo3"
"812","chr10_42269099_42269997_Foxo3","NR3C2",8.03079086074336,"Foxo3"
"813","chr14_16515605_16516544_Rarb","NR3C2",7.59463584572507,"Rarb"
"814","chr14_17872992_17873816_Thrb","NR3C2",8.63481676475346,"Thrb"
"815","chr15_36993232_36994148_Grhl2","NR3C2",6.47062402205078,"Grhl2"
"816","chr15_37418487_37419407_Grhl2","NR3C2",7.99412609390565,"Grhl2"
"817","chr2_103209362_103210278_Ehf","NR3C2",14.1647134675404,"Ehf"
"818","chr5_77126155_77127056_Rest","NR3C2",6.36801389516654,"Rest"
"819","chr8_84698613_84699509_Nfix","NR3C2",10.318020376997,"Nfix"
"820","chr9_32615645_32616555_Ets1","NR3C2",7.91650998893595,"Ets1"
"821","chr9_44691638_44692527_Kmt2a","NR3C2",11.0224795501803,"Kmt2a"
"822","chr12_72820728_72821644_Six1","NR3C2",7.06824285751907,"Six1"
"823","chr17_86532745_86533532_Epas1","NR3C2",7.12018331571276,"Epas1"
"824","chr2_75776782_75777687_Nfe2l2","NR3C2",9.49396017256153,"Nfe2l2"
"825","chr7_19202070_19202666_Fosb","NR3C2",8.62626285970347,"Fosb"
"826","chr17_87472584_87473300_Epcam","NR3C2",10.9797612852382,"Epcam"
"827","chr1_85828734_85829649_Sp100","GLIS3",6.34987094160985,"Sp100"
"828","chr2_103209362_103210278_Ehf","GLIS3",7.99485619026317,"Ehf"
"829","chr2_103325053_103325954_Ehf","GLIS3",6.5428621952855,"Ehf"
"830","chr2_103238780_103239671_Ehf","GLIS3",11.1423850717061,"Ehf"
"831","chr5_77109672_77110589_Rest","GLIS3",12.1355744118501,"Rest"
"832","chr5_77369055_77369962_Rest","GLIS3",7.15598837647353,"Rest"
"833","chr5_136394557_136395437_Cux1","GLIS3",6.45328500447645,"Cux1"
"834","chr9_63715869_63716786_Smad3","GLIS3",10.1165191793024,"Smad3"
"835","chr9_63968292_63969164_Smad3","GLIS3",9.69978885519493,"Smad3"
"836","chr9_44802647_44803566_Kmt2a","GLIS3",6.35865928214713,"Kmt2a"
"837","chr15_50974569_50975454_Trps1","GLIS3",7.47026395063299,"Trps1"
"838","chr18_5440315_5441168_Zeb1","GLIS3",7.17482020437396,"Zeb1"
"839","chr2_168677464_168678298_Nfatc2","GLIS3",6.57853370643177,"Nfatc2"
"840","chr12_85540873_85541779_Fos","GLIS3",8.24193591386857,"Fos"
"841","chr16_30066568_30067446_Hes1","GLIS3",9.53599463651197,"Hes1"
"842","chr19_28827509_28828404_Glis3","GLIS3",7.55987713648739,"Glis3"
"843","chr2_75772323_75773240_Nfe2l2","GLIS3",6.75495412301395,"Nfe2l2"
"844","chr4_32365920_32366833_Bach2","GLIS3",10.173160266809,"Bach2"
"845","chr8_84743731_84744632_Junb","GLIS3",10.6914799477405,"Junb"
"846","chr8_84770305_84771226_Junb","GLIS3",7.05494464582139,"Junb"
"847","chr8_84788666_84789521_Junb","GLIS3",9.35734249477395,"Junb"
"848","chr17_87522263_87523151_Epcam","GLIS3",6.48926739859787,"Epcam"
"849","chr2_33639125_33640052_Lmx1b","GLIS3",8.30820795692722,"Lmx1b"
"850","chr16_30063709_30064509_Hes1","GLIS3",7.85306563350475,"Hes1"
"851","chr1_85828734_85829649_Sp100","CUX1",12.6700063149332,"Sp100"
"852","chr14_17685268_17686173_Thrb","CUX1",13.9551700798364,"Thrb"
"853","chr16_92616619_92617511_Runx1","CUX1",12.8300836523913,"Runx1"
"854","chr7_112593351_112594258_Tead1","CUX1",12.5033695473592,"Tead1"
"855","chr9_63612505_63613394_Smad3","CUX1",12.9590629336444,"Smad3"
"856","chr1_190129311_190130211_Prox1","CUX1",13.1874977169602,"Prox1"
"857","chr1_168597912_168598826_Pbx1","CUX1",14.3069793305084,"Pbx1"
"858","chr4_32387535_32388474_Bach2","CUX1",12.5666064614931,"Bach2"
"859","chr1_85828734_85829649_Sp100","CUX2",12.9700265330713,"Sp100"
"860","chr14_17685268_17686173_Thrb","CUX2",14.0458589858481,"Thrb"
"861","chr4_82470275_82471067_Nfib","CUX2",12.2853168228895,"Nfib"
"862","chr7_112593351_112594258_Tead1","CUX2",13.5680495205516,"Tead1"
"863","chr9_63612505_63613394_Smad3","CUX2",12.8946991216791,"Smad3"
"864","chr1_190129311_190130211_Prox1","CUX2",13.0474294470698,"Prox1"
"865","chr1_168597912_168598826_Pbx1","CUX2",13.7975437300273,"Pbx1"
"866","chr4_32387535_32388474_Bach2","CUX2",12.958859555343,"Bach2"
"867","chr1_39260706_39261617_Npas2","ETS1",12.8952699799096,"Npas2"
"868","chr10_42269099_42269997_Foxo3","ETS1",12.528402943939,"Foxo3"
"869","chr15_36993232_36994148_Grhl2","ETS1",12.8070173153463,"Grhl2"
"870","chr6_144919469_144920366_Sox5","ETS1",13.2816091417833,"Sox5"
"871","chr9_63698498_63699390_Smad3","ETS1",11.8869010328673,"Smad3"
"872","chr16_42745928_42746804_Zbtb20","ETS1",14.0340593586016,"Zbtb20"
"873","chr5_122030875_122031606_Cux2","ETS1",12.8070173153463,"Cux2"
"874","chr1_168283386_168284224_Pbx1","ETS1",12.9346808434514,"Pbx1"
"875","chr6_115321721_115322641_Pparg","ETS1",12.4206781534726,"Pparg"
"876","chr2_168798869_168799800_Nfatc2","ETS1",13.002994770376,"Nfatc2"
"877","chr16_87784162_87785054_Bach1","ETS1",14.489075244034,"Bach1"
"878","chr19_28776635_28777530_Glis3","ETS1",13.2816091417833,"Glis3"
"879","chr4_95075375_95076055_Jun","ETS1",14.4906974014321,"Jun"
"880","chr17_87472584_87473300_Epcam","ETS1",13.4092726698884,"Epcam"
"881","chr17_87490136_87491034_Epcam","ETS1",13.5594675321646,"Epcam"
"882","chr10_42085072_42085998_Foxo3","HSF2",10.0854132687171,"Foxo3"
"883","chr10_42139506_42140414_Foxo3","HSF2",17.422606896439,"Foxo3"
"884","chr14_16508490_16509406_Rarb","HSF2",10.1666880360587,"Rarb"
"885","chr14_16554033_16554940_Rarb","HSF2",13.3974670520588,"Rarb"
"886","chr16_92656525_92657434_Runx1","HSF2",14.4073571212666,"Runx1"
"887","chr2_103325053_103325954_Ehf","HSF2",12.4006503748339,"Ehf"
"888","chr2_103343360_103344271_Ehf","HSF2",10.5048074892597,"Ehf"
"889","chr2_103466910_103467811_Ehf","HSF2",13.5439448370146,"Ehf"
"890","chr4_82915249_82916134_Nfib","HSF2",10.3822172768864,"Nfib"
"891","chr4_82884683_82885504_Nfib","HSF2",17.802778842202,"Nfib"
"892","chr4_154449992_154450841_Prdm16","HSF2",21.6128514146161,"Prdm16"
"893","chr5_136319777_136320694_Cux1","HSF2",18.9276764669831,"Cux1"
"894","chr8_84656569_84657470_Nfix","HSF2",13.6067195601273,"Nfix"
"895","chr9_63968292_63969164_Smad3","HSF2",10.1398525395552,"Smad3"
"896","chr9_63752341_63753212_Smad3","HSF2",13.8965423230347,"Smad3"
"897","chr16_42911576_42912474_Zbtb20","HSF2",14.8252319164854,"Zbtb20"
"898","chr16_50673146_50674060_Bbx","HSF2",9.76916811599864,"Bbx"
"899","chr1_168597912_168598826_Pbx1","HSF2",12.2535101106531,"Pbx1"
"900","chr1_168433576_168434300_Pbx1","HSF2",9.67877775869776,"Pbx1"
"901","chr1_168283386_168284224_Pbx1","HSF2",13.3784077354342,"Pbx1"
"902","chr12_73764430_73765313_Hif1a","HSF2",9.67813734507481,"Hif1a"
"903","chr6_115123003_115123894_Pparg","HSF2",11.8644849288657,"Pparg"
"904","chr9_32708172_32708971_Ets1","HSF2",9.67952279164544,"Ets1"
"905","chr9_32730366_32731258_Ets1","HSF2",10.23911750892,"Ets1"
"906","chr9_32615645_32616555_Ets1","HSF2",18.0814815434117,"Ets1"
"907","chr9_45042191_45043008_Kmt2a","HSF2",10.5221499802858,"Kmt2a"
"908","chr12_72820728_72821644_Six1","HSF2",9.94221280096522,"Six1"
"909","chr7_116179517_116180410_Sox6","HSF2",9.66066786991874,"Sox6"
"910","chr10_128204302_128205046_Stat2","HSF2",11.5521357092081,"Stat2"
"911","chr12_85684283_85685151_Fos","HSF2",17.9350037584559,"Fos"
"912","chr16_29903269_29904165_Hes1","HSF2",10.9712455404389,"Hes1"
"913","chr19_28621360_28622273_Glis3","HSF2",11.4631557482764,"Glis3"
"914","chr2_75772323_75773240_Nfe2l2","HSF2",13.302979018492,"Nfe2l2"
"915","chr2_75768103_75768912_Nfe2l2","HSF2",9.82438784017284,"Nfe2l2"
"916","chr4_95153597_95154500_Jun","HSF2",11.155096374976,"Jun"
"917","chr9_21011685_21012549_Icam1","HSF2",10.054466034442,"Icam1"
"918","chr9_21248032_21248944_Icam1","HSF2",12.4861306004589,"Icam1"
"919","chr1_85720004_85720920_Sp100","MEIS2",11.8623151398796,"Sp100"
"920","chr10_42107235_42108102_Foxo3","MEIS2",13.5776740864839,"Foxo3"
"921","chr10_42238187_42239016_Foxo3","MEIS2",11.8623151398796,"Foxo3"
"922","chr15_36993232_36994148_Grhl2","MEIS2",13.5776740864839,"Grhl2"
"923","chr16_92673920_92674806_Runx1","MEIS2",13.4548514209493,"Runx1"
"924","chr4_82553551_82554438_Nfib","MEIS2",11.8623151398796,"Nfib"
"925","chr4_97714290_97715186_Nfia","MEIS2",13.5776740864839,"Nfia"
"926","chr5_77192977_77193828_Rest","MEIS2",13.4548514209493,"Rest"
"927","chr5_136394557_136395437_Cux1","MEIS2",13.5776740864839,"Cux1"
"928","chr6_144916847_144917754_Sox5","MEIS2",13.5776740864839,"Sox5"
"929","chr10_87280230_87281130_Ascl1","MEIS2",11.8623151398796,"Ascl1"
"930","chr12_73103531_73104403_Six4","MEIS2",13.4548514209493,"Six4"
"931","chr5_122287913_122288777_Cux2","MEIS2",13.4548514209493,"Cux2"
"932","chr5_121853508_121854406_Cux2","MEIS2",13.5776740864839,"Cux2"
"933","chr9_49796604_49797425_Ncam1","MEIS2",13.4548514209493,"Ncam1"
"934","chr12_73755361_73756255_Hif1a","MEIS2",11.8623151398796,"Hif1a"
"935","chr12_73764430_73765313_Hif1a","MEIS2",11.8623151398796,"Hif1a"
"936","chr12_73103531_73104403_Six1","MEIS2",13.4548514209493,"Six1"
"937","chr18_5440315_5441168_Zeb1","MEIS2",13.4548514209493,"Zeb1"
"938","chr18_35021905_35022746_Egr1","MEIS2",13.4548514209493,"Egr1"
"939","chr2_33616005_33616896_Lmx1b","MEIS2",11.8623151398796,"Lmx1b"
"940","chr2_168836478_168837391_Nfatc2","MEIS2",13.4548514209493,"Nfatc2"
"941","chr10_128143401_128144302_Stat2","MEIS2",13.4548514209493,"Stat2"
"942","chr16_30180515_30181440_Hes1","MEIS2",11.8623151398796,"Hes1"
"943","chr2_75772323_75773240_Nfe2l2","MEIS2",13.4548514209493,"Nfe2l2"
"944","chr4_95138269_95139081_Jun","MEIS2",13.5776740864839,"Jun"
"945","chr4_95187873_95188784_Jun","MEIS2",13.4548514209493,"Jun"
"946","chr4_95192815_95193731_Jun","MEIS2",11.8623151398796,"Jun"
"947","chr9_20992954_20993843_Icam1","MEIS2",13.5776740864839,"Icam1"
"948","chr19_55741208_55742064_Tcf7l2","MEIS2",13.4548514209493,"Tcf7l2"
"949","chr4_154585566_154586412_Prdm16","NFKB1",5.17264594622578,"Prdm16"
"950","chr8_84656569_84657470_Nfix","NFKB1",18.4493189981156,"Nfix"
"951","chr9_63715869_63716786_Smad3","NFKB1",5.8218044047811,"Smad3"
"952","chr12_85623461_85624336_Fos","NFKB1",8.17393188011258,"Fos"
"953","chr12_85350442_85351338_Fos","NFKB1",7.77724379997979,"Fos"
"954","chr16_87665124_87665986_Bach1","NFKB1",6.67985601200786,"Bach1"
"955","chr2_75763011_75763925_Nfe2l2","NFKB1",9.79128792878164,"Nfe2l2"
"956","chr8_84743731_84744632_Junb","NFKB1",6.67825923616217,"Junb"
"957","chr8_84732871_84733791_Junb","NFKB1",4.83070236086821,"Junb"
"958","chr9_21021731_21022629_Icam1","NFKB1",6.25714740395948,"Icam1"
"959","chr19_55741208_55742064_Tcf7l2","NFKB1",4.93450793092844,"Tcf7l2"
"960","chr1_85810513_85811366_Sp100","PKNOX2",7.48885398043175,"Sp100"
"961","chr1_85740693_85741598_Sp100","PKNOX2",13.0563949368112,"Sp100"
"962","chr14_16508490_16509406_Rarb","PKNOX2",6.86697598338327,"Rarb"
"963","chr2_103238780_103239671_Ehf","PKNOX2",6.07509529751768,"Ehf"
"964","chr3_135527501_135528395_Nfkb1","PKNOX2",8.09370055121711,"Nfkb1"
"965","chr4_82915249_82916134_Nfib","PKNOX2",8.28174454748251,"Nfib"
"966","chr4_82553551_82554438_Nfib","PKNOX2",4.665369605738,"Nfib"
"967","chr4_154700751_154701666_Prdm16","PKNOX2",4.64213367703853,"Prdm16"
"968","chr5_77154662_77155534_Rest","PKNOX2",9.14819884605618,"Rest"
"969","chr5_77129973_77130836_Rest","PKNOX2",8.28174454748251,"Rest"
"970","chr5_77369055_77369962_Rest","PKNOX2",11.2241476463587,"Rest"
"971","chr7_112917880_112918806_Tead1","PKNOX2",10.4006243674829,"Tead1"
"972","chr7_112823399_112824313_Tead1","PKNOX2",7.74850763083117,"Tead1"
"973","chr7_112717521_112718419_Tead1","PKNOX2",8.96333746476779,"Tead1"
"974","chr9_63888889_63889700_Smad3","PKNOX2",4.87984874266911,"Smad3"
"975","chr9_63752341_63753212_Smad3","PKNOX2",6.60555541197356,"Smad3"
"976","chr9_63555485_63556067_Smad3","PKNOX2",5.47387426520212,"Smad3"
"977","chr1_190167983_190168785_Prox1","PKNOX2",5.92182394480746,"Prox1"
"978","chr1_190155707_190156574_Prox1","PKNOX2",7.76526390280455,"Prox1"
"979","chr10_87271895_87272811_Ascl1","PKNOX2",6.88961072196921,"Ascl1"
"980","chr12_73103531_73104403_Six4","PKNOX2",12.0969661650422,"Six4"
"981","chr16_42865799_42866789_Zbtb20","PKNOX2",6.00502312631114,"Zbtb20"
"982","chr16_42745928_42746804_Zbtb20","PKNOX2",5.59043548501276,"Zbtb20"
"983","chr5_122287913_122288777_Cux2","PKNOX2",9.28668216890794,"Cux2"
"984","chr5_121819831_121820663_Cux2","PKNOX2",5.47387426520212,"Cux2"
"985","chr9_49874839_49875654_Ncam1","PKNOX2",5.15669022576114,"Ncam1"
"986","chr1_168433576_168434300_Pbx1","PKNOX2",5.76428903641159,"Pbx1"
"987","chr12_73755361_73756255_Hif1a","PKNOX2",5.73726540141491,"Hif1a"
"988","chr6_115321721_115322641_Pparg","PKNOX2",10.4006243674829,"Pparg"
"989","chr6_115134514_115135366_Pparg","PKNOX2",5.42720076049654,"Pparg"
"990","chr9_32615645_32616555_Ets1","PKNOX2",17.7009434286806,"Ets1"
"991","chr9_44691638_44692527_Kmt2a","PKNOX2",7.72699104401412,"Kmt2a"
"992","chr12_73103531_73104403_Six1","PKNOX2",12.0969661650422,"Six1"
"993","chr18_5440315_5441168_Zeb1","PKNOX2",8.8974898772763,"Zeb1"
"994","chr2_33874109_33874942_Lmx1b","PKNOX2",11.1298806322945,"Lmx1b"
"995","chr2_33555240_33556117_Lmx1b","PKNOX2",13.5831162996656,"Lmx1b"
"996","chr2_168677464_168678298_Nfatc2","PKNOX2",5.74759328777984,"Nfatc2"
"997","chr12_85684283_85685151_Fos","PKNOX2",5.3874718850621,"Fos"
"998","chr12_85540873_85541779_Fos","PKNOX2",7.52684909340778,"Fos"
"999","chr12_85459395_85460288_Fos","PKNOX2",6.07153715046546,"Fos"
"1000","chr12_85368578_85369508_Fos","PKNOX2",7.10632051734373,"Fos"
"1001","chr12_85350442_85351338_Fos","PKNOX2",6.02940365736085,"Fos"
"1002","chr12_85576455_85577275_Fos","PKNOX2",8.1463065519762,"Fos"
"1003","chr16_30180515_30181440_Hes1","PKNOX2",4.91688632338203,"Hes1"
"1004","chr16_30060160_30061037_Hes1","PKNOX2",5.09525611780554,"Hes1"
"1005","chr2_75869420_75870270_Nfe2l2","PKNOX2",8.37551092079812,"Nfe2l2"
"1006","chr4_32009107_32010026_Bach2","PKNOX2",9.17120889985402,"Bach2"
"1007","chr4_95138269_95139081_Jun","PKNOX2",7.97688867547564,"Jun"
"1008","chr7_19375247_19376140_Fosb","PKNOX2",8.1463065519762,"Fosb"
"1009","chr8_84732871_84733791_Junb","PKNOX2",9.55736298730081,"Junb"
"1010","chr8_84788666_84789521_Junb","PKNOX2",14.5537377389792,"Junb"
"1011","chr17_87515261_87516126_Epcam","PKNOX2",7.90769612954906,"Epcam"
"1012","chr1_39317682_39318597_Npas2","PROX1",13.8052195607436,"Npas2"
"1013","chr14_17691068_17691934_Thrb","PROX1",9.91459364576755,"Thrb"
"1014","chr19_55784569_55785482_Tcf7l2","PROX1",12.3196944479005,"Tcf7l2"
"1015","chr3_135521727_135522633_Nfkb1","PROX1",9.66283403590441,"Nfkb1"
"1016","chr3_135527501_135528395_Nfkb1","PROX1",9.681112201459,"Nfkb1"
"1017","chr4_154480068_154480787_Prdm16","PROX1",10.2050070575933,"Prdm16"
"1018","chr6_72740374_72741224_Tcf7l1","PROX1",11.3949706178171,"Tcf7l1"
"1019","chr7_112826042_112826950_Tead1","PROX1",11.9680852464711,"Tead1"
"1020","chr5_122030875_122031606_Cux2","PROX1",10.9300631050776,"Cux2"
"1021","chr16_30066568_30067446_Hes1","PROX1",13.1210715915829,"Hes1"
"1022","chr2_75776782_75777687_Nfe2l2","PROX1",11.2819795823081,"Nfe2l2"
